fecha;hidro;termo;ernc;total,,,,
14/07/2017;51137,6;84273,56;29401,84;164813,
15/07/2017;43815,4;82700,07;29631,53;156147,
16/07/2017;36891,8;67483,41;32593,79;136969,
17/07/2017;51881;78923,9;28659,1;159464,,
18/07/2017;51826,4;81449,13;27266,47;160542,
19/07/2017;54219,8;80040,04;26655,16;160915,
20/07/2017;53955,5;83081,53;24156,97;161194,
21/07/2017;51828,4;82461,36;23383,24;157673,
22/07/2017;44448,2;79131,15;25923,65;149503,
23/07/2017;38367,4;77754,38;21182,22;137304,
24/07/2017;53655,6;77795,21;27936,19;159387,
25/07/2017;55956,4;80222,2;24544,4;160723,
26/07/2017;53906,6;79407,16;26095,24;159409,
27/07/2017;54482,6;81484,44;24860,96;160828,
28/07/2017;52007,8;80728,44;27534,76;160271,
29/07/2017;37736,8;78844,44;30962,76;147544,
30/07/2017;39082,8;73499,3;26223,9;138806,
31/07/2017;53961,1;79593,44;25174,46;158729,
01/08/2017;56574,2;78667,44;25366,36;160608,
02/08/2017;57459,8;75985,06;25628,14;159073,
03/08/2017;47352;90508,36;22842,64;160703,,
04/08/2017;47105,6;91614,92;21312,48;160033,
05/08/2017;38916,8;84119,92;24810,28;147847,
06/08/2017;34706,6;75612,6;26698,8;137018,
07/08/2017;37240,6;96147,92;25253,48;158642,
08/08/2017;43650,4;89965,92;26967,68;160584,
09/08/2017;47471,8;87605,21;25474,99;160552,
10/08/2017;51373,2;86086,21;24655,59;162115,
11/08/2017;58714,8;83012,72;20725,48;162453,
12/08/2017;48084;77991,4;24214,6;150290,,
13/08/2017;35096,15;64540,67;29591,18;129228,
14/08/2017;50724,7;75444,96;30201,34;156371,
15/08/2017;33885,2;75777,96;30162,84;139826,
16/08/2017;51192,4;77404,96;28898,64;157496,
17/08/2017;57460,2;74257,12;28920,68;160638,
18/08/2017;54096,4;76613,12;29784,48;160494,
19/08/2017;42892,6;72994,96;31153,44;147041,
20/08/2017;33472,6;72396,12;30471,28;136340,
21/08/2017;50371,1;76115,96;27986,94;154474,
22/08/2017;53073;75558,96;30157,04;158789,,
23/08/2017;54822,1;75920,96;27246,94;157990,
24/08/2017;56959,8;76354,96;25227,24;158542,
25/08/2017;57887,8;76485,52;22970,68;157344,
26/08/2017;44006;77350,4;25748,6;147105,,
27/08/2017;36500,6;73530,84;24405,56;134437,
28/08/2017;55853,2;77986,4;24662,4;158502,
29/08/2017;50412,8;78604,4;28533,8;157551,
30/08/2017;50373,8;78576,4;26845,8;155796,
31/08/2017;50883,6;78942,4;26895;156721,,
01/09/2017;53447;77272,4;27024,6;157744,,
02/09/2017;44200,2;74963,4;27953,4;147117,
03/09/2017;35865,2;71008,73;29039,07;135913,
04/09/2017;51700,95;76718,4;30951,65;159371,
05/09/2017;48688,4;76339,4;31360,2;156388,
06/09/2017;47842;77087,4;30988,6;155918,,
07/09/2017;47870,2;77584,84;29833,96;155289,
08/09/2017;47928,4;77254,84;31115,76;156299,
09/09/2017;40839,4;76142,84;25948,76;142931,
10/09/2017;36523,4;76110,4;24278,2;136912,
11/09/2017;48881,4;77891,84;29833,76;156607,
12/09/2017;44645;83759,52;28549,48;156954,,
13/09/2017;43385,8;84238,08;28545,12;156169,
14/09/2017;44489,8;81147,08;30789,12;156426,
15/09/2017;37369,6;78827,08;30054,32;146251,
16/09/2017;32929,6;72236,08;26806,32;131972,
17/09/2017;33223,1;68220,08;23194,82;124638,
18/09/2017;30451,3;63136,08;23299,62;116887,
19/09/2017;29235,6;65878,08;23942,32;119056,
20/09/2017;41053,8;80844,08;26553,12;148451,
21/09/2017;44444,2;74679,84;33180,96;152305,
22/09/2017;46742,8;68651,84;29411,36;144806,
23/09/2017;43805;66305,84;26258,16;136369,,
24/09/2017;41820;62301,84;30249,16;134371,,
25/09/2017;52153,4;70542,84;32694,16;155390,4
26/09/2017;48220,8;71327,8;30499,4;150048,
27/09/2017;52967,2;70584,84;25026,96;148579,
28/09/2017;44738,2;82337,84;21943,96;149020,
29/09/2017;50589,4;75277,84;25213,76;151081,
30/09/2017;49327,4;68898,84;27414,76;145641,
01/10/2017;54432,6;41760,76;30811,64;127005,
02/10/2017;67672,7;50311,84;31039,46;149024,
03/10/2017;65352,8;54091,84;33083,36;152528,
04/10/2017;68954,8;54361,84;29127,36;152444,
05/10/2017;65336,8;54043,84;31566,36;150947,
06/10/2017;69505,2;51131,52;29908,28;150545,
07/10/2017;67619,8;42011,52;30106,68;139738,
08/10/2017;52086,8;41829,92;32456,28;126373,
09/10/2017;54946,2;45627,52;34518,28;135092,
10/10/2017;69692,8;48181,52;33925,68;151800,
11/10/2017;64326,2;50546,52;35206,28;150079,
12/10/2017;66535,2;53042,52;31091,28;150669,
13/10/2017;79129,2;38498,52;33414,28;151042,
14/10/2017;76653,8;34611,52;28742,68;140008,
15/10/2017;63657,2;37737,52;26159,28;127554,
16/10/2017;84471,4;40219,52;25747,08;150438,
17/10/2017;76704,4;43469,04;28630,56;148804,
18/10/2017;78155,4;41455,28;30760,32;150371,
19/10/2017;77532,4;38102,28;33623,32;149258,
20/10/2017;81391,4;36072,28;31843,32;149307,
21/10/2017;69240,4;34449,28;32164,32;135854,
22/10/2017;63783,4;34225,22;28558,38;126567,
23/10/2017;72948,8;41183,28;32363,92;146496,
24/10/2017;80142,8;38585,44;30595,76;149324,
25/10/2017;79892,15;36674,44;31468,41;148035,
26/10/2017;84676,4;35208,84;31886,76;151772,
27/10/2017;79494,4;14397,84;30428,76;124321,
28/10/2017;86640,4;19724,64;31157,96;137523,
29/10/2017;79440,4;12565,45;32383,15;124389,
30/10/2017;87912,15;27301,87;31753,98;146968,
31/10/2017;92392,4;25449,52;30906,08;148748,
01/11/2017;78805,4;20727,52;30082,08;129615,
02/11/2017;92705,9;24814,52;30312,58;147833,
03/11/2017;83989,4;34227,52;29662,08;147879,
04/11/2017;70406,4;33454,88;27888,72;131750,
05/11/2017;63836,2;30197,88;29537,92;123572,
06/11/2017;86822,4;33107,88;29510,72;149441,
07/11/2017;93005,4;28969,88;29532,72;151508,
08/11/2017;93377,4;28266,9;29276,7;150921,
09/11/2017;90509,4;27144,11;32535,49;150189,
10/11/2017;90576,4;25149,78;32618,82;148345,
11/11/2017;94734,4;16092,84;26774,76;137602,
12/11/2017;87160,4;15145,92;24440,68;126747,
13/11/2017;97267,4;27889,26;25204,34;150361,
14/11/2017;94281,4;23946,12;27840,48;146068,
15/11/2017;93668,4;23989,96;32570,64;150229,
16/11/2017;96729,4;22492,24;33419,36;152641,
17/11/2017;97331,4;20931,13;32870,47;151133,
18/11/2017;97652;12381,62;30605,38;140639,,
19/11/2017;89841,4;11672,28;24443,32;125957,
20/11/2017;100965,4;21550,76;29134,84;151651,
21/11/2017;95894,12896;24048,11;26397,89;146340,129
22/11/2017;0;0;0;0,,,,
23/11/2017;0;0;0;0,,,,
24/11/2017;0;0;0;0,,,,
28/11/2017;0;0;0;0,,,,
29/11/2017;0;0;0;0,,,,
30/11/2017;0;0;0;0,,,,
01/12/2017;0;0;0;0,,,,
02/12/2017;0;0;0;0,,,,
03/12/2017;80984,19319;70417,33394;26256,16456;177657,6917
04/12/2017;90591,8011;81451,43564;29184,73153;201227,9683
05/12/2017;0;0;0;0,,,,
06/12/2017;0;0;0;0,,,,
07/12/2017;0;0;0;0,,,,
08/12/2017;0;0;0;0,,,,
09/12/2017;79611,23824;78295,30063;32988,70745;190895,2463
10/12/2017;70803,74054;81489,62598;29560,45752;181853,824
11/12/2017;81750,29721;95489,02429;28362,7312;205602,527
12/12/2017;78202,43314;56561,39908;25431,87425;160195,7065
13/12/2017;77151,6269;55330,58899;30136,54754;162618,7634
14/12/2017;79191,78992;51656,47345;31112,25001;161960,5134
15/12/2017;78541,53526;54902,54749;28712,55666;162156,6394
16/12/2017;0;0;0;0,,,,
17/12/2017;57541,02235;48775,45094;31389,57868;137706,52
18/12/2017;74900,38623;56129,89344;29670,18;160700,4597
19/12/2017;86071,32527;49133,02009;28759,98068;163964,326
20/12/2017;81082,05808;56441,87008;28851,33885;166375,267
21/12/2017;80768,21653;55026,0369;31418,44907;167212,7025
22/12/2017;80989,17448;52607,99123;31346,12179;164943,2875
23/12/2017;0;0;0;0,,,,
24/12/2017;56745,20991;44923,10929;33164,3077;134832,6269
25/12/2017;49203,79608;47089,73562;28701,59362;124995,1253
26/12/2017;71425,82886;58508,0332;29324,00527;159257,8673
27/12/2017;78104,50564;56255,39224;29959,13449;164319,324
28/12/2017;80128,47122;57388,0745;29667,66236;167184,2081
29/12/2017;78495,01515;58620,83413;29738,44156;166854,2908
30/12/2017;69531,60663;52399,7968;30831,52027;152762,9237
31/12/2017;52894,6514;50015,9223;30760,35884;133670,9325
01/01/2018;45962,79458;46971,53337;28250,54843;121184,8764
02/01/2018;73604,38198;60198,98192;28774;162577,3639,
03/01/2018;75201,72349;63144,05805;29803,32729;168149,1088
04/01/2018;74987,21669;62216,17586;31971,97528;169175,3678
05/01/2018;71817,05851;61664,0856;32874,92317;166356,673
06/01/2018;62680,59251;59227,22158;29113,20944;151021,235
07/01/2018;49825,26005;56206,55452;29406,77157;135438,5861
08/01/2018;67286,43401;65318,60199;28945,42247;161550,4585
09/01/2018;69217,96725;66350,73027;27046,88124;162615,5788
10/01/2018;65880,29433;67424,31404;28842,3473;162146,9557
11/01/2018;66539,84283;66650,90008;26213,44846;159404,1914
12/01/2018;0;0;0;0,,,,
13/01/2018;62070,60211;61453,21226;25579,85869;149103,6731
14/01/2018;51863,21943;56097,44927;25013,21566;132973,8844
15/01/2018;67884,11056;63148,27461;24922,22266;155954,6078
16/01/2018;60875,35336;105644,0613;30007,46343;196526,8781
17/01/2018;65434,00472;109146,8364;31977,73004;206558,5712
18/01/2018;60907,70509;115656,4466;30181,45931;206745,611
19/01/2018;66373,44343;116186,1569;27379,63545;209939,2358
20/01/2018;59775,39679;109461,2349;26382,78518;195619,4169
21/01/2018;54212,30108;108202,0678;26233,15042;188647,5193
22/01/2018;65973,70276;118168,6603;25969,34507;210111,7081
23/01/2018;64462,39135;114548,8479;28151,37992;207162,6191
24/01/2018;68050,88138;119585,1398;26401,60576;214037,6269
25/01/2018;60161,73739;125130,1894;28002,90265;213294,8295
26/01/2018;66768,67103;116009,6027;32036,69871;214814,9724
27/01/2018;55565,87087;108456,5511;33058,08939;197080,5114
28/01/2018;47827,16226;104577,9256;33791,8545;186196,9423
29/01/2018;64264,66246;119946,1707;28486,68873;212697,5219
30/01/2018;57867,69076;120781,4813;34253,30397;212902,4761
31/01/2018;58011,23184;125612,4753;28614,564;212238,2712
01/02/2018;61911,03199;129256,4905;25193,47961;216361,21
02/02/2018;66280,64871;127450,9118;23414,7636;217146,3241
03/02/2018;57524,18232;118272,3148;24404,82819;200201,3253
04/02/2018;53521,72598;109612,9804;24884,92477;188019,6311
05/02/2018;63718,06705;124062,7897;25133,96338;212914,8201
06/02/2018;60105,4858;126836,9746;26566,31733;213508,7777
07/02/2018;62988,70734;123028,4327;26998,07796;213015,218
08/02/2018;58430,0887;126415,1357;28081,23702;212926,4615
09/02/2018;65368,45429;119818,5863;30365,31717;215552,3578
10/02/2018;54667,73506;117689,4021;31328,70795;203685,8451
11/02/2018;49834,82552;110886,0471;29660,77605;190381,6486
12/02/2018;62111,83697;125359,1689;26074,39593;213545,4018
13/02/2018;56547,38175;132885,2316;25815,95431;215248,5677
14/02/2018;59395,81898;129505,7127;21523,36589;210424,8976
15/02/2018;61313,39108;125623,338;22307,86371;209244,5928
16/02/2018;65573,33149;121073,9997;24860,13687;211507,468
17/02/2018;49773,22074;117915,2488;27295,82967;194984,2992
18/02/2018;49588,22808;106192,848;27102,03516;182883,1112
19/02/2018;58891,62068;128231,9642;25542,74771;212666,3326
20/02/2018;58618,58858;133348,8377;25914,60321;217882,295
21/02/2018;56450,00554;133518,5665;27637,6798;217606,2518
22/02/2018;53773,43185;137470,2841;26728,47879;217972,1947
23/02/2018;53226,2767;136557,5196;27213,54378;216997,3401
24/02/2018;49901,87447;129593,5958;26894,38065;206389,8509
25/02/2018;44370,69649;117869,7335;29768,93775;192009,3677
26/02/2018;51418,75548;133651,3125;26071,3791;211141,4471
27/02/2018;53696,91133;137912,4547;25410,79518;217020,1612
28/02/2018;51532,71055;140877,8175;25452,99706;217863,5251
01/03/2018;53843,0486;134959,1735;27042,04282;215844,265
02/03/2018;57635,76372;131566,1148;27937,93403;217139,8126
03/03/2018;51283,01301;121413,5835;29535,82072;202232,4172
04/03/2018;48770,99629;106927,3738;31650,31026;187348,6804
05/03/2018;54560,70732;124693,0034;28362,10665;207615,8174
06/03/2018;57604,63764;130314,3151;24528,11473;212447,675
07/03/2018;56598,92401;131699,466;22808,15276;211106,5428
08/03/2018;54280,33798;129541,1081;25140,47295;208961,919
09/03/2018;56315,17031;127473,4755;23867,45826;207656,104
10/03/2018;62012,44723;117124,1714;29848,52626;208985,1449
11/03/2018;44543,68613;104880,1714;31208,3838;180632,2413
12/03/2018;56500,22163;126117,065;30895,9937;213513,2804
13/03/2018;58164,83148;128063,2793;28361,98106;214590,919
14/03/2018;59122,7412;124267,1681;29577,30705;212967,2163
15/03/2018;53475,31645;134801,7778;26354,37506;214631,4693
16/03/2018;52560,6019;132996,1858;25152,03772;210708,8255
17/03/2018;44795,21055;130612,3454;26453,93202;201861,488
18/03/2018;39498,52415;114855,9509;29577,13334;183931,6084
19/03/2018;49955,98699;126488,6861;30735,89879;207180,5719
20/03/2018;50722,17838;127654,4808;28429,15052;206805,8097
21/03/2018;50081,77498;129414,3004;26459,81524;205955,8906
22/03/2018;46491,81206;133964,4901;29150,61525;209606,9174
23/03/2018;49054,93746;134832,1831;28509,38605;212396,5066
24/03/2018;34722,86387;131680,6511;29752,82225;196156,3373
25/03/2018;38501,90672;122511,5423;26620,24575;187633,6948
26/03/2018;46490,36382;134054,7356;26117,616;206662,7154
27/03/2018;49271,57841;133232,8809;24105,10386;206609,5632
28/03/2018;50524,56511;131646,3458;22604,76664;204775,6775
29/03/2018;54811,30213;137885,8107;24105,21141;216802,3242
30/03/2018;34145,78577;134640,6239;27005,49756;195791,9073
31/03/2018;45608,87109;130672,5393;26980,82685;203262,2372
01/04/2018;38658,00617;124280,8085;25691,42661;188630,2413
02/04/2018;47180,78041;138781,3932;23171,05219;209133,2258
03/04/2018;58242,45818;128353,0723;22986,84522;209582,3757
04/04/2018;50954,54111;124231,9971;25091,33823;200277,8765
05/04/2018;47485,10657;126877,3822;25877,33279;200239,8215
06/04/2018;44702,30006;130832,376;24766,97158;200301,6476
07/04/2018;39535,62822;130712,1393;23140,40454;193388,1721
08/04/2018;35807,31898;125425,781;23461,81057;184694,9106
09/04/2018;42553,52004;130521,1186;24454,7456;197529,3842
10/04/2018;47887,16263;131999,482;22406,53496;202293,1795
11/04/2018;45711,68454;131112,7342;27781,6105;204606,292
12/04/2018;42913,36897;122225,4422;37079,0678;202217,879
13/04/2018;56539,79091;120762,8491;27568,49736;204871,1373
14/04/2018;49737,97119;118833,6589;27845,49322;196417,1233
15/04/2018;48983,53107;109143,8849;24315,18357;182442,5996
16/04/2018;55314,36592;117735,3643;28159,36108;201209,913
17/04/2018;47278,86248;125250,9882;32910,43799;205440,2887
18/04/2018;44683,01425;126149,8652;32439,76548;203272,6449
19/04/2018;48194,92404;128590,3741;28789,07495;205574,3731
20/04/2018;47997,17808;130811,9154;26588,84977;205397,9433
21/04/2018;42138,53083;127578,9698;26197,82663;195915,3272
22/04/2018;34461,41507;119044,8192;29818,08049;183324,3148
23/04/2018;43424,10312;123250,052;33106,51383;199780,669
24/04/2018;43800,65399;129106,6384;32358,01955;205265,312
25/04/2018;45522,67139;131966,8298;27918,67912;205408,1803
26/04/2018;44730,6143;131930,1901;29707,45504;206368,2594
27/04/2018;42024,14041;126823,9113;35881,55785;204729,6095
28/04/2018;38633,10752;131334,8925;28027,15802;197995,158
29/04/2018;31914,06016;128191,626;26109,49522;186215,1813
30/04/2018;41993,21115;130558,9038;26915,42375;199467,5387
01/05/2018;26745,9033;124794,7426;30567,85374;182108,4996
02/05/2018;39647,54338;126470,509;33991,67378;200109,7262
03/05/2018;39039,11849;137329,811;29663,28184;206032,2114
04/05/2018;41222,40962;138298,8661;24203,08745;203724,3632
05/05/2018;34525,62389;135560,0991;24176,12831;194261,8513
06/05/2018;28027,05923;134114,5576;23903,61465;186045,2315
07/05/2018;41884,68114;139051,4024;24070,80448;205006,888
08/05/2018;42250,14759;140027,5984;23314,85775;205592,6037
09/05/2018;40736,25471;139948,4678;25155,30628;205840,288
10/05/2018;43185,09355;137993,9144;24705,72509;205884,733
11/05/2018;40024,87941;137158,2127;28785,15029;205968,2424
12/05/2018;34366,92401;146496,6168;24574,0362;205437,577
13/05/2018;27939,86168;134923,9421;22551,13384;185414,9376
14/05/2018;37237,18533;137839,0709;27942,72942;203018,9857
15/05/2018;40254,99336;139239,736;24351,04496;203845,7743
16/05/2018;44203,71192;141723,9266;23681,9038;209609,5423
17/05/2018;41875,58767;137674,6686;31441,70811;210991,9644
18/05/2018;40729,24786;134840,2038;36047,19537;211616,647
19/05/2018;34070,30029;135366,0618;30738,00648;200174,3686
20/05/2018;30314,29047;124085,2113;29748,56191;184148,636
21/05/2018;26767,07685;124171,8392;32032,6648;182971,5808
22/05/2018;44547,96373;132896,7591;29662,58755;207107,3104
23/05/2018;47444,95842;140003,5634;23113,37699;210561,8988
24/05/2018;44486,47299;149879,8031;21163,74556;215530,216
25/05/2018;43149,07384;151252,1662;20477,91096;214879,151
26/05/2018;33139,13013;141940,4672;27162,85277;202242,4501
27/05/2018;25997,78407;137063,7269;26444,22097;189505,732
28/05/2018;37473,9055;148009,4241;24154,59097;209637,9206
29/05/2018;42393,24027;151251,3221;22862,60865;216507,171
30/05/2018;44878,16226;135042,2773;34656,50798;214576,9475
31/05/2018;49219,42517;127697,0191;39651,8772;216568,3215
01/06/2018;51041,54133;132194,8628;32242,79917;215479,2033
02/06/2018;41768,72807;135182,335;29887,39268;206838,4557
03/06/2018;32229,655;129995,3544;30987,9791;193212,9885
04/06/2018;45940,45376;133596,1724;32783,05392;212319,68
05/06/2018;47602,96741;139643,5024;32497,19282;219743,6626
06/06/2018;36298,96475;152053,5829;34552,20781;222904,7554
07/06/2018;41746,1555;155064,4052;25367,08294;222177,6436
08/06/2018;42836,59073;150218,5975;25611,20562;218666,3938
09/06/2018;37179,47639;146505,0382;25475,26599;209159,7806
10/06/2018;34117,88753;137652,1683;24866,75648;196636,8123
11/06/2018;45210,33131;152065,4172;24691,0759;221966,8244
12/06/2018;62725,86478;126347,2083;34631,69956;223704,7726
13/06/2018;49675,57361;130173,2578;35595,52068;215444,3521
14/06/2018;54958,55948;133884,7116;31358,56996;220201,841
15/06/2018;50104,03284;137593,7123;28806,98024;216504,7254
16/06/2018;38916,17493;139487,6127;26645,80735;205049,595
17/06/2018;32453,581;138654,6527;22620,97816;193729,2118
18/06/2018;50028,68073;147739,82;20791,36725;218559,868
19/06/2018;45912,13846;154784,7459;21749,13438;222446,188
20/06/2018;37834,99126;152270,9551;27570,91344;217676,8598
21/06/2018;37399,01803;146692,2039;32855,47284;216946,6947
22/06/2018;42440,00118;146532,6308;30513,25096;219485,8829
23/06/2018;37519,29299;138786,7247;28259,60599;204565,6237
24/06/2018;29694,13716;133802,6301;30102,99518;193599,7624
25/06/2018;40583,14419;141679,3358;30011,59199;212274,72
26/06/2018;43936,02335;143585,3186;31858,74109;219380,831
27/06/2018;48903,77466;145674,0612;27937,07148;222514,9074
28/06/2018;66919,05553;134354,1346;23299,0529;224572,243
29/06/2018;82822,83234;110487,8795;24133,40595;217444,1178
30/06/2018;67482,89349;104370,0188;30785,32363;202638,236
01/07/2018;59572,19188;93080,94617;36941,64001;189594,7781
02/07/2018;59258,26323;102431,1045;23865,05957;185554,4273
03/07/2018;77968,13928;112268,0214;32373,8389;222609,9995
04/07/2018;77477,34197;107338,66;37687,14702;222503,149
05/07/2018;71992,33669;112629,5922;37544,97645;222166,9053
06/07/2018;72827,40157;120854,8371;29724,49126;223406,7299
07/07/2018;63845,70638;106310,7115;35836,46454;205992,8824
08/07/2018;55674,41663;112791,9136;27125,28889;195591,6191
09/07/2018;68859,99779;124419,0265;23377,19901;216656,2233
10/07/2018;69888,8019;124664,2807;23672,17999;218225,2626
11/07/2018;67979,08843;124197,1124;26218,06616;218394,267
12/07/2018;66525,14685;118599,3297;30862,10721;215986,5838
13/07/2018;58452,38852;128859,5313;24690,85749;212002,7773
14/07/2018;59193,98084;115595,6576;27807,47556;202597,114
15/07/2018;45385,92154;110634,7302;33772,46355;189793,1153
16/07/2018;43511,78063;114246,941;32642,01831;190400,74
17/07/2018;61169,5106;121724,4731;31362,14902;214256,1328
18/07/2018;62117,09135;121455,7849;35158,1985;218731,747
19/07/2018;57985,90007;124119,836;32821,98917;214927,7253
20/07/2018;57646,70331;124824,7834;33398,10255;215869,5893
21/07/2018;57315,39362;118195,0649;32256,69141;207767,15
22/07/2018;44867,67161;114044,1769;35789,47049;194701,319
23/07/2018;56743,49233;125328,8566;32037,17688;214109,5258
24/07/2018;48061,19066;141470,5949;25411,02914;214942,8147
25/07/2018;44639,20669;144853,3208;25576,81536;215069,3429
26/07/2018;57883,70189;134708,2219;23363,76531;215955,6891
27/07/2018;55887,6266;136684,8804;23892,65262;216465,1596
28/07/2018;41750,46873;128015,1263;35677,54001;205443,135
29/07/2018;32301,39536;123980,2431;34364,16795;190645,8064
30/07/2018;50347,24355;129783,0456;32482,64861;212612,9378
31/07/2018;45869,46324;146489,5239;29032,02678;221391,139
01/08/2018;44099,75259;150356,8329;24567,29485;219023,8804
02/08/2018;42791,08836;150633,9701;26504,01126;219929,697
03/08/2018;51528,84616;132702,9389;36779,41304;221011,1981
